제품고유번호,성분고유번호
927,770
927,385
927,777
927,228
927,650
927,24
927,377
927,775
927,41
927,42
927,36
928,1
928,40
928,652
928,87
928,127
928,5
928,197
928,346
928,47
928,536
928,770
928,385
928,452
928,650
928,41
928,42
928,775
929,1
929,40
929,652
929,87
929,127
929,5
929,197
929,346
929,47
929,536
929,770
929,385
929,776
929,650
929,41
929,42
929,775
929,36
929,325
929,329
930,1
930,73
930,45
930,47
930,519
930,764
930,41
930,42
930,31
930,34
930,36
930,329
930,550
931,1
931,188
931,40
931,428
931,771
931,5
931,47
931,8
931,52
931,764
931,41
931,42
931,774
931,516
931,773
931,325
932,1
932,73
932,45
932,47
932,519
932,764
932,41
932,42
932,31
932,356
932,439
932,329
932,34
932,507
933,1
933,197
933,40
933,652
933,448
933,346
933,47
933,778
933,5
933,779
933,385
933,79
933,780
933,519
933,775
933,471
933,105
933,761
933,41
933,42
933,535
933,66
933,278
933,763
933,183
933,466
933,762
933,650
933,31
933,356
933,439
933,36
933,507
933,357
933,329
934,1
934,206
934,338
934,82
934,541
934,85
934,542
935,1
935,112
935,128
935,213
935,56
935,41
935,42
935,185
935,20
935,389
935,126
936,1
936,112
936,128
936,213
936,56
936,41
936,42
937,1
937,483
937,54
937,79
937,3
937,5
937,345
937,1136
937,213
937,52
937,105
937,278
937,466
937,41
937,42
938,1
938,483
938,54
938,79
938,3
938,5
938,345
938,1136
938,213
938,52
938,105
938,278
938,466
938,41
938,42
938,185
938,20
938,389
938,126
939,1
939,483
939,54
939,79
939,3
939,5
939,345
939,1136
939,213
939,52
939,105
939,278
939,466
939,41
939,42
939,487
939,486
939,484
939,485
939,329
940,1
940,483
940,54
940,79
940,3
940,5
940,345
940,1136
940,213
940,52
940,105
940,278
940,466
940,41
940,42
941,1
941,52
941,338
941,541
941,85
941,542
942,1
942,54
942,3
942,28
942,338
942,375
942,52
942,41
942,42
942,427
942,85
942,241
942,389
942,22
942,19
943,1
943,54
943,3
943,28
943,338
943,375
943,52
943,41
943,42
943,488
943,489
943,241
943,490
943,492
943,491
944,1
944,54
944,3
944,28
944,338
944,375
944,52
944,41
944,42
944,488
944,493
944,494
944,85
944,495
944,489
944,241
944,496
944,497
944,498
944,499
944,500
944,426
944,501
945,1
945,54
945,3
945,28
945,338
945,375
945,52
945,41
945,42
947,1
947,45
947,75
947,78
947,43
947,323
947,329
947,366
947,411
947,296
947,321
948,1
948,45
948,296
948,321
948,75
948,78
948,621
948,103
948,622
948,496
948,93
948,623
949,1
949,45
949,78
949,92
949,71
949,619
949,620
970,1
970,3
970,382
970,4
970,130
970,178
970,343
970,82
970,332
970,52
970,228
970,803
970,180
971,1
971,107
971,178
971,4
971,40
971,3
971,560
971,92
971,206
971,186
971,52
971,343
971,803
971,180
972,1
972,54
972,79
972,40
972,4
972,5
972,305
972,52
972,343
972,206
972,186
972,253
972,803
972,180
973,1
973,429
973,54
973,45
973,5
973,325
973,79
973,47
973,323
974,55
974,56
975,1
975,52
975,45
976,1
976,45
976,430
976,431
976,328
976,327
976,47
976,356
976,324
976,329
977,1
977,45
977,431
977,428
978,1
978,328
978,429
978,54
978,45
978,431
978,327
978,47
978,329
979,1
979,328
979,429
979,45
979,327
979,47
979,329
980,1
980,429
980,45
980,52
981,1
981,429
981,54
981,45
981,47
981,329
981,323
982,79
982,204
982,170
982,55
982,56
983,1
983,429
983,54
983,45
983,5
983,79
983,47
983,323
984,1
984,429
984,54
984,45
984,5
984,79
985,1
985,429
985,54
985,45
985,5
985,79
985,47
985,329
985,325
985,259
986,1
986,328
986,429
986,54
986,45
986,47
986,329
986,323
986,325
986,431
986,432
986,327
987,1
987,428
987,54
987,45
987,52
987,324
987,47
987,356
987,430
988,1
988,52
988,107
988,79
988,256
988,320
989,55
989,56
990,1
990,52
990,47
990,256
990,320
990,79
990,149
990,330
990,331
991,56
991,170
991,79
991,55
991,71
991,96
991,322
991,3
991,256
991,54
992,1
992,321
992,256
992,79
992,320
993,327
993,328
993,1
993,107
993,3
994,1
994,321
994,256
994,107
994,52
994,282
994,323
994,325
994,324
994,329
995,1
995,256
995,325
995,79
995,5
995,107
995,54
995,282
995,153
995,329
996,1
996,54
996,256
996,321
996,5
996,52
996,206
996,282
996,323
996,325
996,324
997,1
997,54
997,256
997,321
997,5
997,52
997,206
997,282
997,323
997,325
998,323
998,325
998,1
998,328
998,256
998,320
998,327
998,56
998,107
998,3
998,282
999,326
999,55
999,56
999,79
999,170
999,282
999,323
999,325
1006,1
1006,1136
1006,827
1006,345
1006,352
1006,46
1006,981
1006,3
1006,8
1006,395
1006,25
1006,56
1006,71
1006,23
1006,67
1006,649
1006,5
1006,1179
1006,47
1006,1191
1006,65
1006,1180
1006,58
1006,1181
1007,1
1007,1136
1007,827
1007,345
1007,352
1007,46
1007,981
1007,3
1007,8
1007,395
1007,25
1007,56
1007,71
1007,23
1007,67
1007,649
1007,5
1007,1179
1007,47
1007,1191
1012,981
1012,1129
1012,56
1012,164
1012,416
1012,165
1012,58
1012,5
1012,23
1012,550
1012,551
1012,71
1012,29
1013,1
1013,40
1013,191
1013,28
1013,305
1013,652
1013,5
1013,79
1013,665
1013,651
1013,139
1013,47
1013,45
1013,666
1014,1
1014,40
1014,191
1014,28
1014,305
1014,652
1014,5
1014,79
1014,665
1014,651
1014,293
1014,47
1014,45
1014,666
1014,334
1015,1
1015,40
1015,191
1015,28
1015,45
1015,46
1015,305
1015,652
1015,87
1015,178
1015,79
1015,546
1015,665
1015,441
1015,136
1015,47
1016,1
1016,321
1016,40
1016,45
1016,305
1016,28
1016,79
1016,665
1016,47
1017,420
1017,28
1017,87
1017,178
1017,79
1017,45
1017,5
1017,121
1017,546
1017,1
1017,547
1017,36
1017,29
1017,548
1018,1
1018,40
1018,45
1018,191
1018,28
1018,5
1018,652
1018,666
1018,79
1018,546
1018,665
1018,321
1018,47
1019,1
1019,40
1019,45
1019,305
1019,5
1019,375
1019,79
1019,668
1019,47
1020,1
1020,40
1020,191
1020,28
1020,45
1020,46
1020,305
1020,652
1020,87
1020,178
1020,79
1020,546
1020,665
1020,667
1020,293
1020,97
1020,47
1044,47
1044,732
1044,206
1044,45
1044,728
1044,729
1044,5
1044,1
1044,213
1044,730
1044,731
1044,419
1046,1
1046,87
1046,127
1046,725
1046,71
1046,3
1046,171
1046,52
1046,136
1047,1
1047,129
1047,127
1047,87
1047,3
1047,105
1047,66
1047,116
1047,136
1047,52
1047,5
1047,727
1048,45
1048,1
1048,71
1048,127
1048,87
1048,348
1048,3
1048,52
1048,119
1048,632
1048,86
1048,726
1048,727
1049,45
1049,1
1049,348
1049,3
1049,71
1049,86
1050,117
1051,125
1052,58
1052,5
1052,56
1052,164
1052,165
1052,652
1052,468
1052,71
1052,195
1052,673
1052,171
1052,177
1052,544
1052,669
1052,671
1052,672
1052,670
1052,47
1052,23
1052,537
1052,550
1052,293
1053,58
1053,5
1053,56
1053,164
1053,165
1053,652
1053,468
1053,71
1053,55
1053,191
1053,673
1053,195
1053,674
1053,177
1053,670
1053,671
1053,672
1053,669
1053,544
1053,7
1053,224
1053,23
1053,171
1053,537
1053,551
1053,550
1053,293
1053,47
1054,55
1054,56
1054,5
1054,293
1054,550
1054,551
1054,195
1054,165
1054,547
1054,329
1054,29
1054,552
1054,37
1054,99
1054,39
1054,553
1054,357
1054,554
1054,356
1054,555
1054,556
1054,36
1055,58
1055,5
1055,56
1055,164
1055,55
1055,165
1055,652
1055,468
1055,57
1055,676
1055,71
1055,191
1055,673
1055,195
1055,171
1055,675
1055,677
1055,177
1055,670
1055,669
1055,671
1055,672
1055,544
1055,7
1055,23
1055,537
1055,551
1055,550
1055,293
1055,47
1056,55
1056,56
1056,5
1056,23
1056,58
1056,543
1056,544
1056,545
1056,177
1056,392
1056,293
1056,550
1056,551
1056,195
1056,165
1056,549
1056,57
1056,171
1056,547
1056,329
1056,29
1056,552
1056,37
1056,99
1056,39
1056,553
1056,357
1056,554
1056,356
1056,555
1056,556
1056,36
1057,52
1057,71
1057,55
1057,56
1057,177
1057,54
1057,678
1057,5
1057,164
1057,58
1057,543
1057,544
1057,7
1057,679
1057,23
1057,66
1057,377
1057,278
1057,537
1057,218
1057,47
1058,58
1058,5
1058,56
1058,55
1058,165
1058,164
1058,652
1058,468
1058,71
1058,57
1058,195
1058,673
1058,171
1058,177
1058,544
1058,7
1058,669
1058,671
1058,672
1058,670
1058,23
1058,293
1058,47
1058,550
1058,537
1058,551
1059,58
1059,5
1059,56
1059,164
1059,165
1059,652
1059,468
1059,71
1059,195
1059,673
1059,171
1059,177
1059,544
1059,7
1059,669
1059,671
1059,672
1059,670
1059,47
1059,23
1059,537
1059,551
1059,293
1060,58
1060,5
1060,56
1060,164
1060,165
1060,652
1060,468
1060,71
1060,191
1060,673
1060,195
1060,670
1060,669
1060,379
1060,671
1060,672
1060,171
1060,23
1060,537
1060,531
1060,551
1060,550
1060,293
1060,47
1061,1
1061,4
1061,292
1061,480
1061,370
1061,21
1061,79
1061,1018
1061,699
1061,368
1061,254
1061,264
1061,3
1061,1050
1061,47
1063,193
1063,226
1063,254
1063,3
1063,266
1063,21
1063,71
1063,923
1063,264
1063,851
1063,1018
1063,47
1068,1
1068,505
1068,45
1068,190
1068,3
1068,1178
1068,135
1068,839
1068,1023
1068,982
1068,139
1068,840
1068,841
1068,47
1069,1
1069,505
1069,45
1069,190
1069,3
1069,1178
1069,135
1069,839
1069,1023
1069,982
1069,139
1069,840
1069,841
1069,47
1070,1
1070,505
1070,45
1070,190
1070,3
1070,1178
1070,135
1070,839
1070,1023
1070,982
1070,139
1070,840
1070,841
1070,1186
1070,1187
1070,47
1071,1
1071,73
1071,107
1071,1182
1071,190
1071,294
1071,1183
1071,375
1071,1184
1071,1178
1071,3
1071,52
1071,135
1071,839
1071,1023
1071,982
1071,139
1071,840
1071,841
1071,47
1072,1
1072,73
1072,107
1072,190
1072,3
1072,1178
1072,1187
1072,52
1072,135
1072,839
1072,1023
1072,982
1072,139
1072,840
1072,841
1072,47
1073,981
1073,181
1073,653
1073,420
1073,5
1073,177
1073,25
1073,26
1073,67
1073,23
1073,377
1073,8
1073,41
1073,1
1073,312
1073,296
1073,670
1074,981
1074,181
1074,653
1074,420
1074,5
1074,177
1074,25
1074,26
1074,67
1074,23
1074,377
1074,8
1074,41
1074,1
1074,312
1074,296
1074,670
1075,981
1075,196
1075,43
1075,82
1075,8
1075,87
1075,67
1075,23
1075,377
1075,528
1075,75
1075,41
1075,135
1075,1
1075,1045
1076,981
1076,196
1076,43
1076,82
1076,8
1076,87
1076,67
1076,23
1076,377
1076,528
1076,75
1076,41
1076,135
1076,1
1076,1045
1077,981
1077,196
1077,43
1077,82
1077,8
1077,87
1077,67
1077,23
1077,377
1077,528
1077,75
1077,41
1077,135
1077,1
1077,1045
1078,1
1078,3
1078,127
1078,4
1078,724
1078,305
1078,119
1078,116
1078,52
1078,47
1079,723
1079,282
1079,125
1079,185
1092,1
1092,560
1092,698
1092,45
1092,981
1092,287
1092,1017
1092,25
1092,52
1092,1011
1092,1139
1092,1125
1092,173
1092,1014
1092,670
1092,1016
1092,1147
1092,547
1092,31
1092,357
1092,356
1092,36
1092,607
1092,29
1093,1
1093,560
1093,698
1093,45
1093,981
1093,287
1093,1017
1093,25
1093,52
1093,1011
1093,1139
1093,1125
1093,173
1093,1014
1093,670
1093,1016
1093,1147
1093,36
1093,607
1093,1148
1093,29
1093,1140
1094,1
1094,560
1094,698
1094,45
1094,981
1094,287
1094,1017
1094,25
1094,52
1094,1011
1094,1139
1094,1125
1094,173
1094,1014
1094,670
1094,1016
1094,1147
1094,507
1094,34
1094,36
1094,29
1094,329
1095,1
1095,560
1095,698
1095,45
1095,981
1095,287
1095,1017
1095,25
1095,52
1095,1011
1095,1139
1095,1125
1095,173
1095,1014
1095,670
1095,1016
1095,1147
1095,547
1095,34
1095,356
1095,36
1095,29
1095,329
1095,103
1095,1128
1096,1
1096,560
1096,698
1096,45
1096,981
1096,287
1096,1017
1096,25
1096,52
1096,1011
1096,1139
1096,1125
1096,173
1096,1014
1096,670
1096,1016
1096,1147
1096,34
1096,324
1096,36
1096,29
1096,329
1096,1149
1097,1
1097,560
1097,698
1097,45
1097,981
1097,287
1097,1017
1097,1125
1097,173
1097,1014
1097,670
1097,1016
1097,1147
1097,25
1097,52
1097,1011
1097,1139
1097,507
1097,34
1097,36
1097,29
1097,329
1098,1
1098,40
1098,560
1098,45
1098,684
1098,688
1098,29
1098,125
1098,562
1098,982
1099,1
1099,40
1099,560
1099,45
1099,684
1099,688
1099,29
1099,125
1099,562
1099,982
1100,1
1100,40
1100,560
1100,45
1100,684
1100,688
1100,29
1100,125
1100,562
1100,982
1101,1
1101,40
1101,560
1101,45
1101,684
1101,688
1101,29
1101,125
1101,562
1101,982
1107,1
1107,240
1107,969
1107,970
1107,794
1107,971
1107,972
1107,370
1107,383
1107,254
1107,923
1107,122
1107,638
1107,237
1107,184
1107,727
1107,71
1107,5
1107,52
1107,18
1107,13
1108,1
1108,87
1108,480
1108,333
1108,254
1108,3
1108,383
1108,923
1108,21
1108,122
1108,638
1108,71
1108,5
1108,52
1108,18
1108,13
1109,1
1109,87
1109,18
1109,13
1109,638
1109,52
1109,560
1109,71
1109,5
1109,4
1110,256
1110,71
1110,52
1110,296
1110,139
1110,631
1110,632
1110,633
1110,634
1110,635
1110,636
1110,1
1111,1
1111,637
1111,256
1111,642
1111,643
1111,52
1111,296
1111,644
1111,3
1111,321
1111,636
1111,8
1112,1
1112,226
1112,637
1112,296
1112,149
1112,638
1112,97
1112,639
1112,293
1112,24
1112,640
1112,641
1113,1
1113,226
1113,637
1113,296
1113,149
1113,638
1113,97
1113,639
1113,293
1113,24
1113,20
1113,185
1114,1
1114,637
1114,256
1114,52
1114,5
1114,296
1114,636
1114,193
1114,149
1114,638
1114,97
1114,639
1114,293
1114,8
1114,24
1115,1
1115,637
1115,256
1115,52
1115,5
1115,296
1115,636
1115,193
1115,149
1115,638
1115,97
1115,639
1115,293
1115,8
1115,24
1115,185
1115,20
1116,1
1116,283
1116,45
1116,52
1116,296
1116,631
1116,632
1116,633
1116,634
1116,635
1122,1
1122,179
1122,40
1122,28
1122,8
1122,25
1122,182
1122,241
1122,121
1122,251
1122,237
1122,489
1122,47
1125,1
1125,45
1125,348
1125,3
1125,52
1125,296
1125,441
1129,1
1129,40
1129,305
1129,28
1129,3
1129,75
1129,297
1129,5
1129,228
1129,144
1129,46
1130,1
1130,256
1130,305
1130,28
1130,3
1130,75
1130,228
1130,144
1130,46
1131,1
1131,900
1131,298
1131,47
1131,46
1131,297
1131,901
1131,857
1132,1
1132,900
1132,298
1132,47
1132,46
1132,297
1132,899
1132,228
1133,1
1133,900
1133,298
1133,47
1133,46
1133,297
1133,263
1133,293
1134,1
1134,87
1134,4
1134,305
1134,40
1134,71
1134,75
1134,5
1134,297
1134,147
1134,47
1134,46
1134,901
1134,857
1135,1
1135,87
1135,4
1135,305
1135,40
1135,71
1135,75
1135,5
1135,297
1135,147
1135,47
1135,46
1135,899
1135,228
1136,1
1136,87
1136,4
1136,305
1136,40
1136,71
1136,75
1136,5
1136,297
1136,147
1136,47
1136,46
1136,263
1136,293
1137,1
1137,84
1137,688
1137,689
1137,771
1137,79
1137,45
1137,967
1137,71
1137,47
1138,1
1138,73
1138,43
1138,959
1138,79
1138,375
1138,45
1138,47
1138,334
1138,966
1139,1
1139,468
1139,50
1139,958
1139,651
1139,662
1139,47
1139,79
1139,510
1139,680
1139,681
1139,23
1139,278
1139,24
1139,649
1139,648
1139,334
1140,1
1140,87
1140,178
1140,305
1140,666
1140,79
1140,45
1140,46
1140,47
1141,1
1141,256
1141,5
1141,294
1141,84
1141,444
1141,46
1141,47
1141,92
1141,546
1141,334
1142,228
1142,71
1142,56
1142,292
1142,1
1142,1136
1142,808
1142,52
1142,796
1142,5
1142,46
1142,79
1143,1
1143,286
1143,306
1143,810
1143,274
1143,268
1143,282
1144,1
1144,286
1144,306
1144,810
1144,274
1144,268
1144,282
1146,307
1146,809
1146,71
1147,1
1147,228
1147,71
1147,56
1147,28
1147,87
1147,1136
1147,808
1147,52
1147,5
1147,46
1147,79
1148,307
1148,56
1148,1
1149,307
1149,56
1149,641
1149,804
1149,116
1149,269
1149,293
1149,805
1149,806
1149,842
1149,807
1149,790
1154,953
1157,117
1158,305
1158,5
1158,954
1158,955
1158,956
1186,1
1186,256
1186,5
1186,40
1186,560
1186,43
1186,279
1186,47
1186,691
1186,105
1187,1
1187,256
1187,5
1187,105
1187,47
1187,708
1187,107
1203,112
1203,113
1203,52
1203,79
1203,114
1203,115
1203,116
1203,117
1203,118
1203,119
1203,120
1203,1
1203,47
1203,121
1203,122
1203,123
1203,124
1204,87
1204,127
1204,129
1204,130
1204,128
1204,52
1204,122
1204,124
1204,123
1204,126
1204,114
1204,115
1204,116
1204,117
1204,118
1204,119
1204,120
1204,1
1204,125
1208,1
1208,704
1208,705
1208,127
1208,71
1208,113
1209,391
1209,346
1209,446
1209,3
1209,5
1210,1
1210,706
1210,707
1210,480
1210,3
1210,704
1210,171
1211,1
1211,480
1211,704
1211,705
1211,253
1211,127
1211,71
1211,82
1211,113
1212,1
1212,206
1212,79
1212,472
1212,82
1212,62
1212,52
1212,54
1212,47
1212,68
1213,1
1213,107
1213,87
1213,472
1213,47
1213,206
1213,3
1213,52
1213,82
1213,325
1213,323
1213,324
1213,329
1213,356
1213,473
1214,1
1214,107
1214,87
1214,472
1214,47
1214,206
1214,82
1214,325
1214,323
1214,324
1214,329
1214,356
1214,433
1215,55
1215,56
1215,71
1215,57
1215,58
1215,79
1215,87
1216,55
1216,56
1216,322
1216,57
1216,1
1216,79
1216,370
1216,71
1216,170
1216,474
1216,192
1216,87
1216,369
1216,96
1216,105
1216,278
1216,47
1216,325
1216,323
1217,1
1217,87
1217,54
1217,107
1217,322
1217,96
1217,435
1217,52
1217,108
1217,47
1217,206
1217,329
1218,1
1218,130
1218,107
1218,79
1218,87
1218,206
1218,20
1218,82
1218,329
1218,389
1219,1
1219,54
1219,107
1219,87
1219,5
1219,4
1219,343
1219,206
1219,47
1219,329
1219,434
1220,1
1220,164
1220,87
1220,54
1220,107
1220,192
1220,82
1220,47
1220,323
1220,329
1221,1
1221,87
1221,107
1221,5
1221,54
1221,206
1221,47
1221,325
1221,476
1221,434
1222,1
1222,87
1222,107
1222,5
1222,475
1222,206
1222,47
1222,325
1222,324
1222,11
1223,1
1223,130
1223,107
1223,79
1223,87
1223,206
1223,47
1223,433
1223,325
1224,2
1224,697
1224,5
1224,130
1224,80
1224,696
1224,96
1224,322
1224,52
1224,47
1224,278
1224,377
1224,31
1224,325
1224,329
1225,698
1225,52
1225,47
1225,36
1225,329
1225,183
1225,699
1226,2
1226,5
1226,697
1226,130
1226,80
1226,96
1226,322
1226,52
1226,47
1226,36
1227,2
1227,130
1227,80
1227,206
1227,107
1227,696
1227,3
1227,700
1227,96
1227,322
1227,79
1227,186
1227,46
1227,47
1227,329
1228,79
1228,55
1228,5
1228,170
1228,56
1228,58
1228,92
1228,322
1228,701
1228,76
1228,387
1228,67
1228,47
1229,79
1229,80
1229,107
1229,92
1229,56
1229,702
1229,82
1229,44
1229,47
1229,325
1230,2
1230,107
1230,696
1230,5
1230,80
1230,3
1230,206
1230,560
1230,96
1230,46
1230,186
1230,47
1230,325
1231,107
1231,2
1231,697
1231,206
1231,47
1232,52
1232,206
1232,107
1232,697
1232,2
1232,82
1232,47
1232,703
1233,1
1233,414
1233,190
1233,416
1233,56
1233,415
1233,47
1233,345
1233,418
1233,417
1233,419
1234,71
1235,71
1236,1
1236,902
1236,903
1236,213
1236,52
1236,54
1236,82
1237,1
1237,904
1237,52
1237,535
1237,285
1237,47
1237,516
1238,1
1238,40
1238,352
1238,285
1238,5
1238,52
1238,47
1238,32
1238,41
1238,25
1239,1
1239,172
1239,56
1239,285
1239,897
1239,535
1239,905
1239,82
1239,47
1240,1
1240,352
1240,254
1240,906
1240,77
1240,792
1240,43
1240,1135
1240,47
1240,52
1241,55
1241,56
1241,352
1241,47
1242,1
1242,698
1242,394
1242,47
1242,213
1242,128
1242,41
1242,25
1242,729
1242,419
1243,1
1243,698
1243,394
1243,47
1243,213
1243,128
1243,41
1243,25
1243,729
1243,419
1243,907
1244,1
1244,698
1244,394
1244,47
1244,213
1244,128
1244,41
1244,25
1244,729
1245,908
1245,56
1245,352
1245,909
1245,195
1245,528
1245,58
1245,7
1245,47
1245,423
1245,23
1245,1
1245,377
1246,1
1246,352
1246,254
1246,906
1246,77
1246,3
1246,43
1246,792
1246,1135
1246,182
1246,47
1246,910
1246,23
1246,52
1246,67
1246,419
1247,56
1247,352
1247,52
1247,909
1247,896
1247,1
1247,171
1247,5
1247,7
1247,47
1247,910
1247,423
1247,23
1247,58
1248,1
1248,352
1248,254
1248,906
1248,77
1248,43
1248,792
1248,3
1248,1135
1248,182
1248,23
1248,52
1248,67
1248,915
1249,911
1249,352
1249,163
1249,162
1249,43
1249,47
1250,911
1250,912
1250,352
1250,1
1250,914
1250,254
1250,394
1250,913
1250,47
1250,23
1251,1
1251,127
1251,56
1251,3
1251,71
1251,52
1251,915
1251,916
1251,87
1252,1
1252,420
1252,305
1252,919
1252,792
1252,43
1252,107
1252,52
1252,47
1252,915
1252,131
1252,42
1252,916
1253,1
1253,918
1253,613
1253,352
1253,47
1253,419
1254,1
1254,920
1254,8
1254,921
1254,768
1254,204
1254,107
1255,1
1255,226
1255,97
1255,639
1255,71
1255,186
1255,47
1256,1
1256,337
1256,636
1256,71
1256,719
1256,97
1256,639
1256,135
1256,124
1256,52
1257,1
1257,337
1257,636
1257,71
1257,719
1257,720
1257,119
1257,176
1257,135
1257,124
1257,52
1257,47
1258,1
1258,256
1258,71
1258,149
1258,293
1258,370
1258,52
1258,186
1258,47
1266,36
1266,564
1266,33
1266,104
1266,973
1266,356
1266,582
1266,325
1266,938
1266,573
1266,578
1266,99
1266,591
1266,553
1266,75
1266,214
1266,536
1266,565
1266,723
1266,628
1266,1
1266,329
1266,357
1266,982
1266,580
1266,561
1266,562
1266,334
1267,1
1267,36
1267,37
1267,45
1267,75
1267,94
1267,104
1267,214
1267,323
1267,324
1267,329
1267,356
1267,357
1267,411
1267,439
1267,507
1267,547
1267,555
1267,560
1267,561
1267,562
1267,567
1267,570
1267,582
1267,588
1267,597
1267,606
1267,664
1267,607
1267,957
1267,29
1267,983
1267,984
1267,982
1268,1
1268,75
1268,560
1268,45
1268,214
1268,125
1268,562
1268,982
1268,561
1268,103
1268,29
1269,1
1269,40
1269,560
1269,45
1269,684
1269,125
1269,562
1269,982
1269,561
1269,29
1270,36
1270,564
1270,33
1270,104
1270,356
1270,586
1270,1164
1270,30
1270,547
1270,582
1270,567
1270,1088
1270,325
1270,548
1270,1113
1270,88
1270,604
1270,99
1270,128
1270,38
1270,553
1270,75
1270,214
1270,565
1270,45
1270,1
1270,329
1270,357
1270,89
1270,982
1270,580
1270,981
1270,196
1270,561
1270,562
1270,664
1270,560
1271,849
1272,1
1272,713
1272,450
1272,206
1272,52
1272,951
1273,1
1273,713
1273,450
1273,206
1273,52
1273,951
1273,296
1273,741
1273,952
1273,3
1274,1
1274,50
1274,28
1274,267
1274,40
1274,332
1274,305
1275,1
1275,50
1275,28
1275,267
1275,40
1275,332
1275,305
1276,1
1276,50
1276,28
1276,267
1276,40
1276,332
1276,305
1281,4
1281,129
1281,87
1281,71
1281,288
1282,1
1282,226
1282,47
1282,52
1282,3
1282,18
1282,290
1282,291
1284,1
1284,4
1284,129
1284,87
1284,71
1284,3
1284,18
1284,290
1284,291
1285,1
1285,50
1285,193
1285,71
1285,52
1285,289
1285,92
1285,292
1285,267
1286,1
1286,4
1286,129
1286,87
1286,71
1286,3
1292,782
1292,237
1292,47
1292,1
1293,782
1293,237
1293,20
1293,1
1301,1
1301,256
1301,54
1301,40
1301,5
1301,366
1301,305
1301,186
1301,206
1301,363
1301,19
1301,185
1301,29
1302,1
1302,256
1302,54
1302,40
1302,5
1302,79
1302,305
1302,52
1302,206
1302,149
1302,365
1302,29
1302,323
1302,329
1306,1
1306,256
1306,45
1306,52
1306,44
1306,3
1306,79
1306,82
1306,367
1306,368
1306,365
1306,241
1306,29
1307,79
1307,56
1307,55
1307,71
1307,370
1307,57
1307,371
1307,256
1307,204
1307,367
1307,67
1307,105
1307,3
1307,369
1307,1
1307,29
1307,323
1330,1
1330,366
1330,127
1330,296
1330,282
1331,1
1331,4
1331,127
1331,178
1331,82
1331,282
1331,186
1331,883
1331,113
1332,1
1332,366
1332,178
1332,947
1332,282
1332,87
1332,52
1333,1
1333,1173
1333,127
1333,178
1333,82
1333,282
1333,186
1333,883
1334,1
1334,178
1334,4
1334,342
1334,373
1334,47
1334,372
1334,206
1334,79
1335,1
1335,52
1335,87
1335,79
1335,82
1335,47
1338,1
1338,376
1338,128
1338,47
1338,374
1338,329
1338,375
1339,1
1339,376
1339,128
1339,47
1339,374
1339,329
1339,375
1340,1
1340,40
1340,3
1340,266
1340,45
1340,79
1340,54
1340,130
1340,127
1340,81
1340,105
1340,278
1340,377
1340,66
1340,52
1340,92
1340,42
1340,41
1340,47
1341,1
1341,52
1341,373
1341,45
1341,178
1342,79
1342,55
1342,56
1342,204
1342,71
1342,57
1342,322
1342,370
1342,380
1342,178
1342,3
1342,105
1342,278
1342,92
1342,379
1343,79
1343,55
1343,56
1343,197
1343,322
1343,57
1343,71
1343,370
1343,192
1343,204
1343,23
1343,3
1343,29
1343,278
1343,92
1344,1
1344,40
1344,3
1344,266
1344,45
1344,79
1344,54
1344,130
1344,127
1344,81
1344,105
1344,278
1344,377
1344,66
1344,52
1344,92
1344,42
1344,41
1346,1
1346,87
1346,40
1346,5
1346,107
1346,329
1346,52
1346,23
1346,42
1346,41
1346,377
1347,1
1347,87
1347,107
1347,40
1347,5
1347,378
1347,130
1347,183
1347,52
1347,47
1349,1
1349,40
1349,87
1349,382
1349,4
1349,206
1349,5
1349,381
1349,107
1349,29
1349,52
1349,79
1349,149
1350,1
1350,40
1350,87
1350,5
1350,206
1350,79
1351,1
1351,40
1351,87
1351,107
1351,5
1351,79
1351,52
1351,47
1351,29
1353,1
1353,226
1353,302
1353,150
1353,47
1353,145
1353,119
1353,120
1353,334
1354,1
1354,226
1354,302
1354,150
1354,47
1354,145
1354,119
1354,120
1354,334
1355,1
1355,226
1355,302
1355,150
1355,47
1355,145
1355,119
1355,120
1355,334
1356,1
1356,145
1356,119
1356,302
1356,87
1356,4
1356,129
1356,52
1356,120
1356,334
1357,71
1357,165
1357,55
1357,184
1357,227
1357,86
1357,140
1357,210
1357,232
1357,233
1357,234
1358,127
1358,87
1358,3
1358,106
1358,124
1358,231
1358,230
1358,228
1358,229
1358,180
1358,79
1358,52
1358,20
1358,1
1359,1
1359,130
1359,3
1359,71
1359,45
1359,92
1360,1
1360,130
1360,3
1360,71
1360,180
1360,20
1360,227
1360,119
1360,140
1361,55
1361,92
1361,79
1361,147
1361,86
1361,193
1362,55
1362,119
1362,140
1362,137
1362,152
1362,147
1362,86
1362,237
1362,185
1362,790
1363,950
1363,1
1364,1
1364,183
1364,47
1364,338
1364,339
1365,71
1365,55
1365,79
1365,58
1365,57
1365,91
1365,341
1366,1
1366,338
1366,52
1366,340
1366,47
1367,1
1367,87
1367,178
1367,4
1367,343
1367,127
1367,342
1367,302
1367,325
1367,185
1368,1
1368,73
1368,4
1368,343
1368,47
1368,183
1368,213
1368,339
1369,1
1369,87
1369,91
1369,178
1369,56
1369,45
1369,71
1369,340
1369,181
1369,322
1370,1
1370,87
1370,91
1370,178
1370,56
1370,45
1370,71
1370,340
1370,181
1370,322
1370,79
1370,344
1371,1
1371,87
1371,91
1371,178
